,DATE,REGION,NEW_CASES,CUMULATIVE_CASES,NEW_DEATHS,CUMULATIVE_DEATHS,CUMULATIVE_RECOVERED,ACTIVE_CASES,NEW_FIRST_DOSES,CUMULATIVE_FIRST_DOSES,NEW_SECOND_DOSES,CUMULATIVE_SECOND_DOSES,NEW_RECOVERED
387,2021-04-17,Araraquara,38,34061,9,620,30752,2689,62,74371,154,35318,-246
388,2021-04-18,Araraquara,56,34117,6,626,30999,2492,14,74385,145,35463,-197
389,2021-04-19,Araraquara,370,34487,4,630,31044,2813,372,74757,1429,36892,321
390,2021-04-20,Araraquara,161,34648,4,634,31387,2627,0,74757,0,36892,-186
391,2021-04-21,Araraquara,65,34713,6,640,31442,2631,3918,78675,1331,38223,4
392,2021-04-22,Araraquara,254,34967,1,641,31602,2724,2074,80749,4391,42614,93
393,2021-04-23,Araraquara,119,35086,3,644,31821,2621,3536,84285,2637,45251,-103
394,2021-04-24,Araraquara,50,35136,8,652,32082,2402,541,84826,575,45826,-219
395,2021-04-25,Araraquara,59,35195,3,655,32274,2266,129,84955,242,46068,-136
396,2021-04-26,Araraquara,301,35496,3,658,32442,2396,1095,86050,2214,48282,130
397,2021-04-27,Araraquara,175,35671,1,659,32483,2529,784,86834,1256,49538,133
398,2021-04-28,Araraquara,117,35788,9,668,32542,2578,0,86834,0,49538,49
399,2021-04-29,Araraquara,158,35946,4,672,32807,2467,4622,91456,1468,51006,-111
400,2021-04-30,Araraquara,155,36101,7,679,32998,2424,893,92349,1432,52438,-43
401,2021-05-01,Araraquara,67,36168,7,686,33135,2347,355,92704,569,53007,-77
402,2021-05-02,Araraquara,37,36205,7,693,33309,2203,0,92704,0,53007,-144
403,2021-05-03,Araraquara,159,36364,3,696,33412,2256,222,92926,1680,54687,53
404,2021-05-04,Araraquara,114,36478,3,699,33441,2338,205,93131,327,55014,82
405,2021-05-05,Araraquara,131,36609,7,706,33491,2412,6356,99487,1140,56154,74
406,2021-05-06,Araraquara,150,36759,4,710,33857,2192,3442,102929,362,56516,-220
407,2021-05-07,Araraquara,153,36912,6,716,34014,2182,2121,105050,633,57149,-10
408,2021-05-08,Araraquara,63,36975,2,718,34073,2184,0,105050,0,57149,2
409,2021-05-09,Araraquara,60,37035,5,723,34326,1986,0,105050,0,57149,-198
410,2021-05-10,Araraquara,180,37215,2,725,34442,2048,2175,107225,2544,59693,62
411,2021-05-11,Araraquara,190,37405,2,727,34484,2194,806,108031,1333,61026,146
412,2021-05-12,Araraquara,266,37671,5,732,34540,2399,878,108909,508,61534,205
413,2021-05-13,Araraquara,187,37858,5,737,34838,2283,1535,110444,449,61983,-116
414,2021-05-14,Araraquara,185,38043,1,738,35012,2293,1291,111735,204,62187,10
415,2021-05-15,Araraquara,95,38138,5,743,35120,2275,0,111735,0,62187,-18
416,2021-05-16,Araraquara,109,38247,6,749,35274,2224,304,112039,23,62210,-51
417,2021-05-17,Araraquara,151,38398,2,751,35422,2225,768,112807,266,62476,1
418,2021-05-18,Araraquara,351,38749,0,751,35482,2516,1238,114045,299,62775,291
419,2021-05-19,Araraquara,256,39005,4,755,35512,2738,1731,115776,126,62901,222
420,2021-05-20,Araraquara,202,39207,2,757,35668,2782,1434,117210,140,63041,44
421,2021-05-21,Araraquara,221,39428,7,764,35779,2885,1436,118646,2246,65287,103
422,2021-05-22,Araraquara,100,39528,4,768,35903,2857,181,118827,414,65701,-28
423,2021-05-23,Araraquara,125,39653,1,769,36049,2835,48,118875,8,65709,-22
424,2021-05-24,Araraquara,172,39825,6,775,36196,2854,1291,120166,2148,67857,19
425,2021-05-25,Araraquara,179,40004,1,776,36257,2971,1546,121712,1419,69276,117
426,2021-05-26,Araraquara,196,40200,6,782,36312,3106,1802,123514,1914,71190,135
427,2021-05-27,Araraquara,160,40360,3,785,36490,3085,931,124445,386,71576,-21
428,2021-05-28,Araraquara,226,40586,5,790,36678,3118,1719,126164,581,72157,33
429,2021-05-29,Araraquara,175,40761,4,794,36939,3028,221,126385,28,72185,-90
430,2021-05-30,Araraquara,105,40866,1,795,37121,2950,6,126391,0,72185,-78
431,2021-05-31,Araraquara,237,41103,5,800,37305,2998,1565,127956,155,72340,48
432,2021-06-01,Araraquara,272,41375,4,804,37395,3176,841,128797,468,72808,178
433,2021-06-02,Araraquara,266,41641,6,810,37498,3333,1701,130498,624,73432,157
434,2021-06-03,Araraquara,294,41935,4,814,37647,3474,1384,131882,644,74076,141
435,2021-06-04,Araraquara,377,42312,3,817,37998,3497,1006,132888,128,74204,23
436,2021-06-05,Araraquara,163,42475,1,818,38250,3407,184,133072,25,74229,-90
437,2021-06-06,Araraquara,177,42652,2,820,38450,3382,0,133072,0,74229,-25
438,2021-06-07,Araraquara,127,42779,4,824,38664,3291,1527,134599,448,74677,-91
439,2021-06-08,Araraquara,195,42974,3,827,38760,3387,1663,136262,87,74764,96
440,2021-06-09,Araraquara,323,43297,6,833,38884,3580,1014,137276,24,74788,193
441,2021-06-10,Araraquara,467,43764,7,840,39050,3874,2776,140052,80,74868,294
442,2021-06-11,Araraquara,320,44084,11,851,39228,4005,1838,141890,33,74901,131
443,2021-06-12,Araraquara,131,44215,6,857,39418,3940,3723,145613,16,74917,-65
444,2021-06-13,Araraquara,148,44363,6,863,39575,3925,320,145933,3,74920,-15
445,2021-06-14,Araraquara,199,44562,7,870,39796,3896,2509,148442,52,74972,-29
446,2021-06-15,Araraquara,278,44840,9,879,39967,3994,2898,151340,60,75032,98
447,2021-06-16,Araraquara,345,45185,3,882,40071,4232,4762,156102,77,75109,238
448,2021-06-17,Araraquara,313,45498,5,887,40303,4308,6928,163030,86,75195,76
449,2021-06-18,Araraquara,282,45780,6,893,40571,4316,1173,164203,26,75221,8
450,2021-06-19,Araraquara,157,45937,2,895,40831,4211,1467,165670,42,75263,-105
451,2021-06-20,Araraquara,168,46105,6,901,41121,4083,0,165670,0,75263,-128
452,2021-06-21,Araraquara,219,46324,3,904,41495,3925,6183,171853,97,75360,-158
453,2021-06-22,Araraquara,366,46690,8,912,41657,4121,9335,181188,113,75473,196
454,2021-06-23,Araraquara,362,47052,6,918,41832,4302,4922,186110,29,75502,181
455,2021-06-24,Araraquara,251,47303,3,921,41955,4427,3503,189613,24,75526,125
456,2021-06-25,Araraquara,341,47644,6,927,42147,4570,4970,194583,71,75597,143
