,DATE,REGION,NEW_CASES,CUMULATIVE_CASES,NEW_DEATHS,CUMULATIVE_DEATHS,CUMULATIVE_RECOVERED,ACTIVE_CASES,NEW_FIRST_DOSES,CUMULATIVE_FIRST_DOSES,NEW_SECOND_DOSES,CUMULATIVE_SECOND_DOSES,NEW_RECOVERED
405,2021-05-05,Grande SP Norte,175,34758,11,1162,30816,2780,3476,77613,1401,38208,104
406,2021-05-06,Grande SP Norte,126,34884,13,1175,31202,2507,1056,78669,410,38618,-273
407,2021-05-07,Grande SP Norte,289,35173,10,1185,31384,2604,1564,80233,474,39092,97
408,2021-05-08,Grande SP Norte,56,35229,0,1185,31451,2593,0,80233,0,39092,-11
409,2021-05-09,Grande SP Norte,25,35254,0,1185,31530,2539,0,80233,0,39092,-54
410,2021-05-10,Grande SP Norte,106,35360,11,1196,31828,2336,2872,83105,1975,41067,-203
411,2021-05-11,Grande SP Norte,591,35951,13,1209,31882,2860,1040,84145,610,41677,524
412,2021-05-12,Grande SP Norte,58,36009,5,1214,31944,2851,1322,85467,934,42611,-9
413,2021-05-13,Grande SP Norte,163,36172,11,1225,32048,2899,1885,87352,368,42979,48
414,2021-05-14,Grande SP Norte,107,36279,4,1229,32170,2880,1933,89285,211,43190,-19
415,2021-05-15,Grande SP Norte,44,36323,6,1235,32389,2699,0,89285,0,43190,-181
416,2021-05-16,Grande SP Norte,39,36362,0,1235,32448,2679,539,89824,108,43298,-20
417,2021-05-17,Grande SP Norte,207,36569,3,1238,33015,2316,1568,91392,326,43624,-363
418,2021-05-18,Grande SP Norte,122,36691,5,1243,33061,2387,1731,93123,147,43771,71
419,2021-05-19,Grande SP Norte,88,36779,11,1254,33138,2387,2170,95293,340,44111,0
420,2021-05-20,Grande SP Norte,137,36916,5,1259,33189,2468,1350,96643,218,44329,81
421,2021-05-21,Grande SP Norte,130,37046,3,1262,33432,2352,2014,98657,356,44685,-116
422,2021-05-22,Grande SP Norte,19,37065,0,1262,33596,2207,1165,99822,1481,46166,-145
423,2021-05-23,Grande SP Norte,34,37099,0,1262,33709,2128,172,99994,252,46418,-79
424,2021-05-24,Grande SP Norte,91,37190,3,1265,33988,1937,1512,101506,751,47169,-191
425,2021-05-25,Grande SP Norte,260,37450,7,1272,34044,2134,1835,103341,812,47981,197
426,2021-05-26,Grande SP Norte,432,37882,8,1280,34069,2533,1687,105028,648,48629,399
427,2021-05-27,Grande SP Norte,88,37970,0,1280,34164,2526,784,105812,342,48971,-7
428,2021-05-28,Grande SP Norte,81,38051,7,1287,34742,2022,2263,108075,884,49855,-504
429,2021-05-29,Grande SP Norte,12,38063,0,1287,34795,1981,1402,109477,479,50334,-41
430,2021-05-30,Grande SP Norte,33,38096,6,1293,34947,1856,240,109717,96,50430,-125
431,2021-05-31,Grande SP Norte,126,38222,7,1300,35050,1872,1322,111039,273,50703,16
432,2021-06-01,Grande SP Norte,118,38340,4,1304,35088,1948,1212,112251,228,50931,76
433,2021-06-02,Grande SP Norte,54,38394,0,1304,35127,1963,1956,114207,290,51221,15
434,2021-06-03,Grande SP Norte,43,38437,8,1312,35331,1794,1059,115266,118,51339,-169
435,2021-06-04,Grande SP Norte,30,38467,0,1312,35448,1707,376,115642,30,51369,-87
436,2021-06-05,Grande SP Norte,40,38507,3,1315,35525,1667,812,116454,71,51440,-40
437,2021-06-06,Grande SP Norte,52,38559,0,1315,35657,1587,143,116597,6,51446,-80
438,2021-06-07,Grande SP Norte,183,38742,6,1321,35784,1637,1689,118286,216,51662,50
439,2021-06-08,Grande SP Norte,398,39140,7,1328,35803,2009,1523,119809,157,51819,372
440,2021-06-09,Grande SP Norte,91,39231,2,1330,35837,2064,556,120365,31,51850,55
441,2021-06-10,Grande SP Norte,198,39429,4,1334,35925,2170,3119,123484,135,51985,106
442,2021-06-11,Grande SP Norte,249,39678,6,1340,36178,2160,1531,125015,34,52019,-10
443,2021-06-12,Grande SP Norte,89,39767,2,1342,36602,1823,2523,127538,45,52064,-337
444,2021-06-13,Grande SP Norte,53,39820,0,1342,36690,1788,725,128263,11,52075,-35
445,2021-06-14,Grande SP Norte,149,39969,0,1342,36764,1863,1783,130046,58,52133,75
446,2021-06-15,Grande SP Norte,231,40200,20,1362,36776,2062,3289,133335,58,52191,199
447,2021-06-16,Grande SP Norte,103,40303,6,1368,36803,2132,5731,139066,56,52247,70
448,2021-06-17,Grande SP Norte,224,40527,8,1376,36922,2229,7081,146147,52,52299,97
449,2021-06-18,Grande SP Norte,237,40764,8,1384,37036,2344,799,146946,10,52309,115
450,2021-06-19,Grande SP Norte,46,40810,0,1384,37090,2336,997,147943,9,52318,-8
451,2021-06-20,Grande SP Norte,46,40856,10,1394,37125,2337,0,147943,0,52318,1
452,2021-06-21,Grande SP Norte,104,40960,8,1402,37155,2403,18486,166429,132,52450,66
453,2021-06-22,Grande SP Norte,267,41227,6,1408,37192,2627,4960,171389,-80,52370,224
454,2021-06-23,Grande SP Norte,410,41637,11,1419,37244,2974,6417,177806,98,52468,347
455,2021-06-24,Grande SP Norte,439,42076,12,1431,37421,3224,3596,181402,44,52512,250
456,2021-06-25,Grande SP Norte,331,42407,3,1434,37812,3161,8446,189848,136,52648,-63
