,DATE,REGION,NEW_CASES,CUMULATIVE_CASES,NEW_DEATHS,CUMULATIVE_DEATHS,CUMULATIVE_RECOVERED,NEW_RECOVERED,ACTIVE_CASES
61,2020-04-26,SP,711,20715,33,1700,1524,0,17491
62,2020-04-27,SP,981,21696,125,1825,1524,0,18347
63,2020-04-28,SP,2345,24041,224,2049,1524,0,20468
64,2020-04-29,SP,2117,26158,198,2247,1524,0,22387
65,2020-04-30,SP,2540,28698,128,2375,1524,0,24799
66,2020-05-01,SP,1676,30374,136,2511,1524,0,26339
67,2020-05-02,SP,800,31174,75,2586,1524,0,27064
68,2020-05-03,SP,598,31772,41,2627,1524,0,27621
69,2020-05-04,SP,415,32187,27,2654,1524,0,28009
70,2020-05-05,SP,1866,34053,197,2851,1524,0,29678
71,2020-05-06,SP,3800,37853,194,3045,1524,0,33284
72,2020-05-07,SP,2075,39928,161,3206,1524,0,35198
73,2020-05-08,SP,1902,41830,210,3416,1524,0,36890
74,2020-05-09,SP,2581,44411,192,3608,1524,0,39279
75,2020-05-10,SP,1033,45444,101,3709,1524,0,40211
76,2020-05-11,SP,687,46131,34,3743,1524,0,40864
77,2020-05-12,SP,1588,47719,206,3949,1524,0,42246
78,2020-05-13,SP,3378,51097,169,4118,1524,0,45455
79,2020-05-14,SP,3189,54286,197,4315,1524,0,48447
80,2020-05-15,SP,4092,58378,186,4501,1524,0,52353
81,2020-05-16,SP,2805,61183,187,4688,1524,0,54971
82,2020-05-17,SP,1162,62345,94,4782,1524,0,56039
83,2020-05-18,SP,721,63066,41,4823,1524,0,56719
84,2020-05-19,SP,2929,65995,324,5147,1524,0,59324
85,2020-05-20,SP,3864,69859,216,5363,1524,0,62972
86,2020-05-21,SP,3880,73739,195,5558,1524,0,66657
87,2020-05-22,SP,3132,76871,215,5773,1524,0,69574
88,2020-05-23,SP,3687,80558,272,6045,15296,13772,59217
89,2020-05-24,SP,1603,82161,118,6163,16494,1198,59504
90,2020-05-25,SP,1464,83625,57,6220,16814,320,60591
91,2020-05-26,SP,2392,86017,203,6423,17589,775,62005
92,2020-05-27,SP,3466,89483,289,6712,18245,656,64526
93,2020-05-28,SP,6382,95865,268,6980,18955,710,69930
94,2020-05-29,SP,5691,101556,295,7275,19665,710,74616
95,2020-05-30,SP,5586,107142,257,7532,49295,29630,50315
96,2020-05-31,SP,2556,109698,83,7615,49295,0,52788
97,2020-06-01,SP,1598,111296,52,7667,49295,0,54334
98,2020-06-02,SP,6999,118295,327,7994,49295,0,61006
99,2020-06-03,SP,5188,123483,282,8276,49295,0,65912
100,2020-06-04,SP,5717,129200,285,8561,49295,0,71344
101,2020-06-05,SP,5365,134565,281,8842,49295,0,76428
102,2020-06-06,SP,5984,140549,216,9058,49295,0,82196
103,2020-06-07,SP,2524,143073,87,9145,49295,0,84633
104,2020-06-08,SP,1520,144593,43,9188,49295,0,86110
105,2020-06-09,SP,5545,150138,334,9522,49295,0,91321
106,2020-06-10,SP,6178,156316,340,9862,49295,0,97159
107,2020-06-11,SP,6204,162520,283,10145,49295,0,103080
108,2020-06-12,SP,5380,167900,223,10368,49295,0,108237
109,2020-06-13,SP,4975,172875,213,10581,49295,0,112999
110,2020-06-14,SP,5327,178202,113,10694,49295,0,118213
111,2020-06-15,SP,3258,181460,73,10767,49295,0,121398
112,2020-06-16,SP,8825,190285,365,11132,49295,0,129858
113,2020-06-17,SP,1232,191517,389,11521,49295,0,130701
114,2020-06-18,SP,1111,192628,325,11846,49295,0,131487
115,2020-06-19,SP,19030,211658,386,12232,49295,0,150131
116,2020-06-20,SP,4135,215793,262,12494,49295,0,154004
117,2020-06-21,SP,3392,219185,94,12588,49295,0,157302
118,2020-06-22,SP,2788,221973,46,12634,49295,0,160044
119,2020-06-23,SP,7502,229475,434,13068,49295,0,167112
120,2020-06-24,SP,9347,238822,284,13352,49295,0,176175
121,2020-06-25,SP,9765,248587,407,13759,49295,0,185533
122,2020-06-26,SP,9921,258508,207,13966,49295,0,195247
123,2020-06-27,SP,7073,265581,297,14263,49295,0,202023
124,2020-06-28,SP,6156,271737,75,14338,49295,0,208104
125,2020-06-29,SP,3408,275145,60,14398,49295,0,211452
126,2020-06-30,SP,6235,281380,365,14763,49295,0,217322
127,2020-07-01,SP,8555,289935,267,15030,157845,108550,117060
128,2020-07-02,SP,12244,302179,321,15351,162851,5006,123977
